version,variable,protein,beta,se,z,p,n,strata,strata_same_sign,q
cell,amyA,AP4S1,-0.15275360548348615,0.1212713426104096,-1.2596018333384411,0.20781303384290095,277.0,2.0,1.0,0.7384609795156551
cell,amyA,APBA1,-0.09322023463894073,0.08045233488921942,-1.15870141950886,0.2465779120310133,277.0,2.0,2.0,0.7384609795156551
cell,amyA,APBA2,0.04207816126451973,0.09459464609916786,0.44482603402741505,0.656445478821942,277.0,2.0,1.0,0.8900955645043281
cell,amyA,APOE,0.3001251587469739,0.11915482529576313,2.518783087483119,0.011776117802612316,277.0,2.0,2.0,0.18841788484179706
cell,amyA,APP,0.31500066509626357,0.0761952993706247,4.13412202193807,3.563141374692658e-05,277.0,2.0,2.0,0.0028505130997541267
cell,amyA,ARF6,0.14102956130540753,0.07901303925089757,1.7848897174754035,0.0742792068483015,277.0,2.0,1.0,0.48330147759165415
cell,amyA,BACE1,0.089289965575718,0.10146012239493513,0.8800498507990696,0.3788323045749098,277.0,2.0,1.0,0.7534324254217725
cell,amyA,BIN1,-0.06149833171848035,0.05603128352549137,-1.0975713538759424,0.2723917072592229,277.0,2.0,2.0,0.7384609795156551
cell,amyA,CLU,0.326436006339099,0.09890747643724199,3.300417906691075,0.0009654095309535334,277.0,2.0,2.0,0.03861638123814134
cell,amyA,COPA,0.012685835112524779,0.11893920901926429,0.10665814256819285,0.9150601905077571,277.0,2.0,2.0,0.9507118862418257
cell,amyA,COPB1,0.031444803887965576,0.1381117411302712,0.22767654386679465,0.8198977088396426,277.0,2.0,1.0,0.922347192752285
cell,amyA,COPB2,0.06836642558720592,0.10912915897324678,0.6264725782773244,0.5310050176404929,277.0,2.0,1.0,0.8101891015810314
cell,amyA,COPE,-0.08078209393933306,0.13303509650645598,-0.60722392857747,0.5437023143403613,277.0,2.0,2.0,0.8101891015810314
cell,amyA,COPG1,0.015577172691513413,0.12355219935194894,0.12607766412267993,0.8996704478188201,277.0,2.0,1.0,0.9470215240198107
cell,amyA,COPG2,-0.12142192273591879,0.0986851710227147,-1.2303968415677236,0.21854853552394127,277.0,2.0,2.0,0.7384609795156551
cell,amyA,COPZ1,0.07560693326052724,0.13169434112732145,0.5741092032757188,0.5658939058897334,277.0,2.0,1.0,0.8101891015810314
cell,amyA,ECE1,0.2054110657263916,0.10578941803163337,1.9416976626619606,0.05217371183994111,277.0,2.0,2.0,0.46376632746614316
cell,amyA,EIF2S1,0.11449183057222095,0.12740792206989296,0.8986241099624359,0.368852912085442,277.0,2.0,1.0,0.7534324254217725
cell,amyA,GGA1,0.004707452283412456,0.07458894123632066,0.0631119332891159,0.9496773718535253,277.0,2.0,1.0,0.9600521797177335
cell,amyA,GGA2,0.02454532074923395,0.10868836834343143,0.22583208418104242,0.8213320220488347,277.0,2.0,1.0,0.922347192752285
cell,amyA,GGA3,-0.036794914127737846,0.0660126522212006,-0.5573918467090586,0.577259734876485,277.0,2.0,1.0,0.8101891015810314
cell,amyA,GORASP1,-0.2980670096940818,0.14217923847198877,-2.096417261039171,0.03604519251841827,261.0,2.0,2.0,0.3604519251841827
cell,amyA,HSPA5,-0.01981104067137985,0.11737109479133236,-0.1687897749152022,0.8659620013623679,277.0,2.0,1.0,0.9270604038197588
cell,amyA,HSPA9,-0.01875367902840772,0.09792354434030616,-0.19151348283753397,0.8481233182623867,277.0,2.0,1.0,0.9270604038197588
cell,amyA,IDE,-0.025902870921173476,0.10843908711572499,-0.2388702414428316,0.8112062015411493,277.0,2.0,1.0,0.922347192752285
cell,amyA,ITPR1,0.06667083333918196,0.06331562790932291,1.0529917421756314,0.29234477679023096,277.0,2.0,1.0,0.7384609795156551
cell,amyA,ITPR2,0.07594847655212908,0.06967583660160812,1.0900260442710807,0.27570167168556703,277.0,2.0,2.0,0.7384609795156551
cell,amyA,LRP1,0.1717097606371807,0.07560900241692234,2.2710226976721715,0.023145603950249796,277.0,2.0,2.0,0.3086080526699973
cell,amyA,MAP2K3,0.12684092908644115,0.13375491233027126,0.9483085658434891,0.3429723914160534,274.0,2.0,2.0,0.7384609795156551
cell,amyA,MAPK14,-0.08798530649189129,0.08698171580592946,-1.0115379499779127,0.3117590270994546,276.0,2.0,2.0,0.7384609795156551
cell,amyA,MAPKAPK2,0.14885234799037278,0.08960182421954148,1.6612647040048678,0.09666029551833083,275.0,2.0,1.0,0.48330147759165415
cell,amyA,MFN2,-0.039195973251002846,0.06671906633177886,-0.5874778441306435,0.5568828263188538,277.0,2.0,2.0,0.8101891015810314
cell,amyA,MIA3,-0.06610619031521262,0.09523135286612745,-0.6941641415946505,0.4875792774816907,277.0,2.0,2.0,0.7960477999701073
cell,amyA,NCSTN,0.07745854747935949,0.10203356491721653,0.7591477132275479,0.4477641998403573,277.0,2.0,1.0,0.7844824936392332
cell,amyA,OSBP,-0.06317999853856172,0.11263976765136646,-0.560903132667242,0.5748635743472057,277.0,2.0,2.0,0.8101891015810314
cell,amyA,PICALM,-0.18947090195021934,0.10274980918936158,-1.8440024701265978,0.06518278019422925,277.0,2.0,2.0,0.48330147759165415
cell,amyA,PLCG2,0.29146102247696165,0.10874778480938826,2.680155949731122,0.007358786796406306,275.0,2.0,2.0,0.14717573592812613
cell,amyA,PLG,-0.09597238630211445,0.12761692842134592,-0.7520349180106232,0.4520300603873041,277.0,2.0,1.0,0.7844824936392332
cell,amyA,PREB,0.10505864627979247,0.12505880673956815,0.8400739541564193,0.40086692262877377,277.0,2.0,1.0,0.7534324254217725
cell,amyA,PSEN1,-0.19765376848152863,0.11301627301728374,-1.7488965367960874,0.080308905345045,277.0,2.0,2.0,0.48330147759165415
cell,amyA,RAB1A,0.17618976355294225,0.05915308366442379,2.978538947394003,0.002896262183959658,277.0,2.0,2.0,0.07723365823892421
cell,amyA,RAB1B,0.08569774700898575,0.09184209451881971,0.9330987871952887,0.3507689652699362,277.0,2.0,1.0,0.7384609795156551
cell,amyA,RTN3,-0.009992567935784185,0.06064280033954374,-0.1647774819077454,0.8691191285810239,277.0,2.0,1.0,0.9270604038197588
cell,amyA,RTN4,-0.081172079946263,0.08297141147875489,-0.978313837255226,0.3279191282563534,277.0,2.0,1.0,0.7384609795156551
cell,amyA,SAR1A,0.03133342068506923,0.11761572106595919,0.2664050383834094,0.7899272853287939,277.0,2.0,1.0,0.922347192752285
cell,amyA,SAR1B,-0.08755967617738122,0.08932279493387112,-0.9802612674872613,0.3269571685750181,277.0,2.0,2.0,0.7384609795156551
cell,amyA,SEC13,-0.14723211147296766,0.1063528557643126,-1.3843738413498472,0.16624401442097703,277.0,2.0,2.0,0.7384609795156551
cell,amyA,SEC16A,0.10589097728801886,0.09493454468577554,1.1154103876361137,0.26467460018603794,277.0,2.0,2.0,0.7384609795156551
cell,amyA,SEC23A,0.03093661314610973,0.0728733128682913,0.42452596058070663,0.6711822765683406,277.0,2.0,2.0,0.8949097020911209
cell,amyA,SEC23B,0.08618259495346392,0.10348807491194383,0.8327780280655058,0.40496992866420267,277.0,2.0,2.0,0.7534324254217725
cell,amyA,SEC24A,0.19322900549140906,0.11356853321623936,1.7014308454921465,0.08886211327905881,277.0,2.0,2.0,0.48330147759165415
cell,amyA,SEC24B,0.01901403049463408,0.08600228999347495,0.22108749076421905,0.8250243101948844,277.0,2.0,1.0,0.922347192752285
cell,amyA,SEC24C,0.15470657047746425,0.09102886263617554,1.6995331590134877,0.08921877229631688,277.0,2.0,2.0,0.48330147759165415
cell,amyA,SEC24D,-0.0880363880962205,0.10820170703559191,-0.8136321552418926,0.4158557112371568,277.0,2.0,1.0,0.756101293158467
cell,amyA,SEC31A,-0.032038940989049004,0.0896216468237403,-0.3574910986857927,0.7207241887684046,277.0,2.0,1.0,0.91520531907099
cell,amyA,SIGMAR1,-0.0068903587013127415,0.12649321495409097,-0.05447216045393032,0.9565589883878598,265.0,2.0,1.0,0.9600521797177335
cell,amyA,SNX4,0.10304588700670135,0.07146391588203199,1.4419289194396068,0.1493224268728997,277.0,2.0,2.0,0.702693773519528
cell,amyA,SNX6,0.030110043598296218,0.08209289199712705,0.36678015435672506,0.7137830120564821,277.0,2.0,1.0,0.91520531907099
cell,amyA,SORL1,-0.04004379464315384,0.12292726182178056,-0.3257519450909854,0.7446120394106504,277.0,2.0,2.0,0.9164455869669543
cell,amyA,SORT1,0.09710378586765572,0.08717605602973283,1.1138813831465015,0.2653300771030699,277.0,2.0,1.0,0.7384609795156551
cell,amyA,SREBF2,0.15416081553894898,0.14404292264878132,1.0702422076983125,0.28451030034116553,192.0,2.0,1.0,0.7384609795156551
cell,amyA,SYK,0.19880663003172716,0.09320927277978512,2.132906138012951,0.03293242673457053,276.0,2.0,2.0,0.3604519251841827
cell,amyA,TMED10,-0.10747404151015685,0.12650905201521176,-0.8495363754463507,0.39558289826971416,277.0,2.0,2.0,0.7534324254217725
cell,amyA,TMED2,-0.09490983758183168,0.12871000027139218,-0.7373928784221041,0.46088346501304955,277.0,2.0,2.0,0.7844824936392332
cell,amyA,TMED9,-0.054947582099643906,0.11820802648105246,-0.4648379956538014,0.6420474759424974,277.0,2.0,2.0,0.8855827254379276
cell,amyA,VDAC1,0.07106439113552168,0.0549020687335827,1.2943845792108148,0.19553261451953352,277.0,2.0,1.0,0.7384609795156551
cell,amyA,VLDLR,0.028427247969643153,0.10469384945731428,0.27152739265006676,0.7859854344795303,277.0,2.0,1.0,0.922347192752285
cell,amyA,VPS26A,0.11368534324718026,0.10837219629530427,1.049026845754774,0.2941657629115645,277.0,2.0,1.0,0.7384609795156551
cell,amyA,VPS29,0.11631973653446284,0.06888529659729863,1.688600358570923,0.09129604192641758,277.0,2.0,2.0,0.48330147759165415
cell,amyA,VPS35,-0.033818736782879895,0.08726011804945308,-0.3875623542442808,0.6983399324694861,277.0,2.0,1.0,0.91520531907099
cell,amyCerad,ABCA7,0.03574997389533872,0.04769574855425618,0.7495421495413039,0.45353050391731664,549.0,2.0,2.0,0.7042914180159412
cell,amyCerad,ADAM10,0.020284825938438555,0.017916984986399417,1.1321562167873969,0.2575687637109568,579.0,2.0,2.0,0.5283461819711934
cell,amyCerad,ADAM17,0.0664627701150863,0.03934998316152716,1.6890164817165048,0.09121627149036894,579.0,2.0,1.0,0.3040542383012298
cell,amyCerad,AP1G1,-0.028507490210557845,0.02937539514358404,-0.9704546975867402,0.3318198956852104,579.0,2.0,1.0,0.6055242002737722
cell,amyCerad,AP2A1,-0.021521064295595627,0.017600931289373265,-1.222723044694185,0.22143431994698315,579.0,2.0,2.0,0.4920762665488514
cell,amyCerad,AP2B1,-0.036334486532466764,0.024768007910339968,-1.4669926892787413,0.14237804410773408,579.0,2.0,2.0,0.37967478428729085
cell,amyCerad,AP3B2,0.008424183817065573,0.014667222215532258,0.5743544137583565,0.5657279943894706,579.0,2.0,2.0,0.7803144750199595
cell,amyCerad,AP4B1,-0.019292773021199795,0.04472797848800611,-0.4313356801129116,0.6662243103990969,579.0,2.0,1.0,0.8327803879988711
cell,amyCerad,AP4E1,0.06500953131186363,0.051969021512886224,1.250928522788213,0.21096055646989398,579.0,2.0,2.0,0.48219555764547195
cell,amyCerad,AP4M1,0.01507128745978305,0.0629769132377602,0.2393144834343276,0.8108617355036916,531.0,2.0,1.0,0.8766072816256125
cell,amyCerad,AP4S1,-0.07245719004012054,0.05443689083361399,-1.331031014640154,0.18317880604296444,579.0,2.0,2.0,0.4508321730997256
cell,amyCerad,APBA1,0.08518695898587518,0.03177034054583595,2.681336036136396,0.007332883961809876,579.0,2.0,2.0,0.07332883961809876
cell,amyCerad,APBA2,-0.00671226566572591,0.03859499161229251,-0.17391545859510052,0.861931903568013,579.0,2.0,1.0,0.9072967405979084
cell,amyCerad,APOE,0.08732311876679169,0.04337862379708341,2.013044931422258,0.044109902706120876,579.0,2.0,1.0,0.2350448348863751
cell,amyCerad,APP,0.2644029399049313,0.0349655487144691,7.561812973794936,3.974896462146697e-14,579.0,2.0,2.0,3.1799171697173573e-12
cell,amyCerad,ARF6,-0.0585526747419055,0.034463967256068054,-1.6989534114531217,0.08932796208739337,579.0,2.0,2.0,0.3040542383012298
cell,amyCerad,BACE1,0.09152354912752542,0.044470901819521166,2.0580547140456185,0.03958488149575373,579.0,2.0,2.0,0.2350448348863751
cell,amyCerad,BIN1,-0.009730211027402269,0.021935473763810154,-0.44358335416741634,0.6573438426990708,579.0,2.0,1.0,0.8327803879988711
cell,amyCerad,CLU,0.06575765178615384,0.03609152235714624,1.8219694679388776,0.06845961849846353,579.0,2.0,1.0,0.2607985466608135
cell,amyCerad,COPA,-0.028326058196011958,0.0467916597696275,-0.6053655359837956,0.5449361451666284,579.0,2.0,2.0,0.7648226598829871
cell,amyCerad,COPB1,-0.05022704016398875,0.043501338440658364,-1.1546090755921254,0.24825054847900485,579.0,2.0,2.0,0.5226327336400103
cell,amyCerad,COPB2,-0.018722383489742544,0.03868386672919534,-0.48398428266770077,0.6283970236828598,579.0,2.0,1.0,0.8246252130668004
cell,amyCerad,COPE,0.0021918001645840936,0.0481611409023389,0.0455097226419246,0.9637010253817974,579.0,2.0,1.0,0.9758997725385289
cell,amyCerad,COPG1,0.014530044422738852,0.050367968278901665,0.2884778743165079,0.772980964703112,579.0,2.0,1.0,0.8766072816256125
cell,amyCerad,COPG2,-0.10896768080082482,0.054086924755106916,-2.0146769537037885,0.04393850849580503,579.0,2.0,2.0,0.2350448348863751
cell,amyCerad,COPZ1,0.03350697880164859,0.04872882622301423,0.6876212993167382,0.49169129179747584,579.0,2.0,2.0,0.7342040101157384
cell,amyCerad,ECE1,0.01651439956810153,0.04123652056464955,0.4004799469492263,0.6888030504623648,579.0,2.0,1.0,0.8347946678140135
cell,amyCerad,EIF2S1,-0.00628329754812297,0.04802641491541959,-0.13083003507941676,0.8959097626430397,579.0,2.0,1.0,0.9297003271454094
cell,amyCerad,GGA1,-0.09610183778272406,0.035833636858975774,-2.6818890351804194,0.007320773834099716,579.0,2.0,2.0,0.07332883961809876
cell,amyCerad,GGA2,-0.00015787847364491135,0.037178614947474785,-0.0042464861552254955,0.9966118044421066,579.0,2.0,1.0,0.9966118044421066
cell,amyCerad,GGA3,-0.031169557807059916,0.03146425182220004,-0.990634005321169,0.32186432670969234,579.0,2.0,2.0,0.6055242002737722
cell,amyCerad,GORASP1,-0.024653470502949193,0.05099494129055526,-0.4834493359347243,0.6287767249634353,474.0,2.0,1.0,0.8246252130668004
cell,amyCerad,HSPA5,0.06106178088569612,0.0379216797469859,1.6102077042235834,0.10735252006548984,579.0,2.0,2.0,0.32387567901914727
cell,amyCerad,HSPA9,0.11359501513586315,0.035447147778789344,3.204630619218268,0.0013523591271722927,579.0,2.0,2.0,0.027047182543445854
cell,amyCerad,IDE,-0.006401839122781227,0.05448021170735742,-0.11750760362622956,0.9064578189667741,579.0,2.0,1.0,0.9297003271454094
cell,amyCerad,ITPR1,-0.12093859217330126,0.04401547380140506,-2.7476380856188958,0.006002622671300937,579.0,2.0,2.0,0.07332883961809876
cell,amyCerad,ITPR2,0.0292909565951013,0.02718117686747748,1.0776191457018254,0.2812037544944176,579.0,2.0,1.0,0.5624075089888352
cell,amyCerad,LRP1,0.1430230236691109,0.02856187260694007,5.0074806241646295,5.514710095849998e-07,579.0,2.0,2.0,2.2058840383399993e-05
cell,amyCerad,MAP2K3,0.08451946474669282,0.050830829879220364,1.6627598830772654,0.0963605098923711,571.0,2.0,2.0,0.30835363165558755
cell,amyCerad,MAPK14,0.06758683186201438,0.03491311337618031,1.9358580580821507,0.052885087849434395,577.0,2.0,2.0,0.2350448348863751
cell,amyCerad,MAPKAPK2,-0.03393319286970032,0.03330684940361285,-1.0188052450863012,0.3082954351418735,575.0,2.0,2.0,0.6015520685695093
cell,amyCerad,MFN2,-0.007090410112914301,0.02584825349992407,-0.2743090597179082,0.7838471228006858,579.0,2.0,2.0,0.8766072816256125
cell,amyCerad,MIA3,0.0093186373666129,0.03883642568890529,0.2399458034902277,0.8103722718129756,579.0,2.0,1.0,0.8766072816256125
cell,amyCerad,NCSTN,-0.030988585754386812,0.055356697355236996,-0.5597983123076462,0.5756170149425051,579.0,2.0,1.0,0.780497647379668
cell,amyCerad,OSBP,-0.06288568361638537,0.04098236317750391,-1.5344572333228617,0.12491720670962579,579.0,2.0,1.0,0.3569063048846451
cell,amyCerad,PICALM,-0.04221648301641891,0.03645941681516083,-1.1579034088900766,0.2469034562556368,579.0,2.0,1.0,0.5226327336400103
cell,amyCerad,PLCG2,0.016356276365882213,0.04232104543248382,0.38648091507984905,0.6991405342942363,576.0,2.0,1.0,0.8347946678140135
cell,amyCerad,PLG,-0.019869005159776715,0.04938901669914316,-0.40229602627665634,0.6874661787576899,579.0,2.0,1.0,0.8347946678140135
cell,amyCerad,PREB,0.031983223676381144,0.04188596469611467,0.7635785377851856,0.4451184431804094,579.0,2.0,1.0,0.7042914180159412
cell,amyCerad,PSEN1,0.0828268159435857,0.05630161464055022,1.4711268313063828,0.1412568200478819,579.0,2.0,2.0,0.37967478428729085
cell,amyCerad,RAB1A,0.04405815921428331,0.02253430756185177,1.9551592208171142,0.050564280125381625,579.0,2.0,2.0,0.2350448348863751
cell,amyCerad,RAB1B,0.11458371253095481,0.04347608867560298,2.6355570618581092,0.008399930109914537,579.0,2.0,2.0,0.07466604542146255
cell,amyCerad,RTN3,-0.02575476960013813,0.028898169172563777,-0.891224957759261,0.3728084976973537,579.0,2.0,2.0,0.6434505522737112
cell,amyCerad,RTN4,-0.12250674345196487,0.03232221228452109,-3.7901719836990426,0.00015054301433606093,579.0,2.0,2.0,0.004014480382294958
cell,amyCerad,SAR1A,0.02177521688849445,0.04930266507321263,0.44166409373933563,0.6587322962320306,579.0,2.0,1.0,0.8327803879988711
cell,amyCerad,SAR1B,0.007836493240107595,0.03606085274208945,0.21731303183967718,0.8279644018208961,579.0,2.0,1.0,0.8831620286089558
cell,amyCerad,SEC13,-0.04563515010088863,0.04714315919829561,-0.9680121331906517,0.3330383101505747,579.0,2.0,1.0,0.6055242002737722
cell,amyCerad,SEC16A,-0.06362956013834255,0.03973591510251623,-1.6013110551042344,0.10930804166896219,579.0,2.0,2.0,0.32387567901914727
cell,amyCerad,SEC23A,-0.007246049229792604,0.030089623203142346,-0.24081555228766968,0.8096980753113301,579.0,2.0,1.0,0.8766072816256125
cell,amyCerad,SEC23B,-0.07428592317221525,0.03827690046980385,-1.9407507468066398,0.05228851778623844,579.0,2.0,2.0,0.2350448348863751
cell,amyCerad,SEC24A,-0.1100942423382544,0.04637824013699666,-2.3738339793197647,0.01760446406664295,579.0,2.0,2.0,0.1408357125331436
cell,amyCerad,SEC24B,-0.02766564846854675,0.04059829339875173,-0.6814485573769804,0.49558770682812336,579.0,2.0,2.0,0.7342040101157384
cell,amyCerad,SEC24C,-0.051905478304362755,0.037406679008846005,-1.387599211683241,0.16525912164791878,579.0,2.0,2.0,0.4264751526397904
cell,amyCerad,SEC24D,-0.08648072764712739,0.04574992909600237,-1.8902920585003504,0.058718910319017784,579.0,2.0,2.0,0.24430253899205848
cell,amyCerad,SEC31A,-0.0701612940520631,0.037460363398282695,-1.8729475020330295,0.06107563474801462,579.0,2.0,2.0,0.24430253899205848
cell,amyCerad,SIGMAR1,0.052976979139548165,0.05910733654659729,0.8962843233138029,0.3701009296161686,563.0,2.0,2.0,0.6434505522737112
cell,amyCerad,SNX4,-0.08526507472697936,0.030515974552342506,-2.7941127877377303,0.005204232403851972,579.0,2.0,2.0,0.07332883961809876
cell,amyCerad,SNX6,0.02426068503675122,0.031689084338283484,0.7655849180672589,0.4439233212521071,579.0,2.0,1.0,0.7042914180159412
cell,amyCerad,SORL1,-0.04339690694298566,0.04922868074581488,-0.8815370691540418,0.3780271994608053,579.0,2.0,1.0,0.6434505522737112
cell,amyCerad,SORT1,0.07189938058050423,0.03207370487417793,2.2416924038728485,0.024981259163769937,579.0,2.0,2.0,0.1815842660157048
cell,amyCerad,SREBF2,0.02174206163804336,0.060380305135260236,0.36008532234704904,0.7187833286831428,430.0,2.0,1.0,0.8456274455095797
cell,amyCerad,SYK,0.08619051961894382,0.03903387903618188,2.2080951662285675,0.02723763990235572,576.0,2.0,2.0,0.1815842660157048
cell,amyCerad,TMED10,0.039739573593044156,0.050681082317654766,0.7841105946389955,0.43297521930888117,579.0,2.0,1.0,0.7042914180159412
cell,amyCerad,TMED2,0.031806909492957725,0.05210779182909758,0.610406013697099,0.5415928854828442,579.0,2.0,1.0,0.7648226598829871
cell,amyCerad,TMED9,0.06135082192430868,0.047668048800411304,1.2870428613763463,0.19807934925241777,579.0,2.0,2.0,0.4660690570645124
cell,amyCerad,VDAC1,0.02396007475855795,0.032269817587605935,0.7424917941823272,0.45778942171036174,579.0,2.0,1.0,0.7042914180159412
cell,amyCerad,VLDLR,0.030436421331909054,0.047631206132140114,0.6390016924507705,0.5228218308826906,579.0,2.0,1.0,0.76046811764755
cell,amyCerad,VPS26A,0.06848108012408746,0.040185237503569476,1.7041352590737977,0.08835582079101625,579.0,2.0,1.0,0.3040542383012298
