source,target,C_conf,C_sign,B_data,absB
GGA3,VPS29,0,0,0.0732,0.0732
GORASP1,ABCA7,1,0,-0.0102,0.0102
GORASP1,ADAM10,-1,0,0.0243,0.0243
GORASP1,ADAM17,2,0,0.0,0.0
GORASP1,AP1G1,-1,0,-0.0303,0.0303
GORASP1,AP2A1,-1,0,0.0033,0.0033
GORASP1,AP2B1,-1,0,-0.0,0.0
GORASP1,AP3B2,0,0,-0.0133,0.0133
GORASP1,AP4B1,0,0,0.002,0.002
GORASP1,APBA1,-1,0,0.0,0.0
GORASP1,APBA2,-1,0,0.0,0.0
GORASP1,APOE,-2,0,-0.0,0.0
GORASP1,APP,-1,0,-0.0,0.0
GORASP1,CLU,-2,0,-0.0,0.0
GORASP1,COPA,3,0,0.0095,0.0095
GORASP1,COPB1,3,0,0.0034,0.0034
GORASP1,COPB2,3,0,-0.0,0.0
GORASP1,COPG1,0,0,-0.0377,0.0377
GORASP1,COPZ1,0,0,-0.0022,0.0022
GORASP1,ECE1,-1,0,-0.0,0.0
GORASP1,GGA1,-1,0,0.0357,0.0357
GORASP1,GGA2,1,0,0.0629,0.0629
GORASP1,GGA3,1,0,-0.0293,0.0293
GORASP1,HSPA5,3,0,-0.0407,0.0407
GORASP1,HSPA9,-2,0,0.0038,0.0038
GORASP1,IDE,-1,0,0.0,0.0
GORASP1,ITPR1,-1,0,-0.0,0.0
GORASP1,ITPR2,-1,0,0.0048,0.0048
GORASP1,LRP1,-1,0,0.0138,0.0138
GORASP1,MAP2K3,-1,0,-0.0124,0.0124
GORASP1,MAPK14,-1,0,0.0557,0.0557
GORASP1,MAPKAPK2,-1,0,0.0095,0.0095
GORASP1,MFN2,-2,0,0.0431,0.0431
GORASP1,MIA3,1,0,-0.0,0.0
GORASP1,NCSTN,-1,0,0.0018,0.0018
GORASP1,OSBP,0,0,0.0174,0.0174
GORASP1,PICALM,-1,0,0.0,0.0
GORASP1,PLG,-2,0,0.0,0.0
GORASP1,PREB,1,0,-0.0724,0.0724
GORASP1,PSEN1,-1,0,-0.0,0.0
GORASP1,RAB1A,3,0,0.0022,0.0022
GORASP1,RAB1B,3,0,0.0135,0.0135
GORASP1,RTN3,-1,0,0.0,0.0
GORASP1,RTN4,-1,0,-0.0,0.0
GORASP1,SAR1B,-1,0,0.0161,0.0161
GORASP1,SEC13,1,0,-0.0,0.0
GORASP1,SEC16A,1,0,0.0,0.0
GORASP1,SEC23A,3,0,0.0131,0.0131
GORASP1,SEC23B,2,0,-0.0,0.0
GORASP1,SEC24A,3,0,0.0,0.0
GORASP1,SEC24B,3,0,-0.0,0.0
GORASP1,SEC24C,3,0,-0.0,0.0
GORASP1,SEC24D,3,0,-0.0147,0.0147
GORASP1,SEC31A,3,0,0.0,0.0
GORASP1,SIGMAR1,-1,0,0.0,0.0
GORASP1,SNX4,0,0,-0.003,0.003
GORASP1,SNX6,0,0,-0.0184,0.0184
GORASP1,SORL1,-1,0,0.0,0.0
GORASP1,SORT1,-1,0,-0.0,0.0
GORASP1,SREBF2,-1,0,0.0,0.0
GORASP1,SYK,0,0,-0.001,0.001
GORASP1,TMED10,2,1,0.0103,0.0103
GORASP1,TMED2,2,1,0.0257,0.0257
GORASP1,VPS26A,-1,0,-0.0,0.0
GORASP1,VPS35,-1,0,-0.0,0.0
HSPA5,ADAM10,-2,0,-0.0271,0.0271
HSPA5,ADAM17,-2,0,0.0336,0.0336
HSPA5,AP1G1,-2,0,-0.0682,0.0682
HSPA5,AP2A1,-2,0,-0.0,0.0
HSPA5,AP2B1,-2,0,-0.0,0.0
HSPA5,AP3B2,0,0,0.0275,0.0275
HSPA5,APBA1,3,0,-0.0,0.0
HSPA5,APBA2,3,0,-0.0,0.0
HSPA5,APOE,2,0,-0.0427,0.0427
HSPA5,APP,3,-1,-0.0,0.0
HSPA5,BACE1,2,0,-0.0,0.0
HSPA5,BIN1,0,0,-0.0451,0.0451
HSPA5,CLU,3,0,0.1645,0.1645
HSPA5,COPA,2,0,0.0,0.0
HSPA5,COPB1,1,0,0.0,0.0
HSPA5,COPB2,0,0,0.1401,0.1401
HSPA5,COPE,1,0,0.0,0.0
HSPA5,COPG1,1,0,-0.0267,0.0267
HSPA5,COPG2,0,0,-0.0295,0.0295
HSPA5,COPZ1,0,0,0.056,0.056
HSPA5,ECE1,-2,0,-0.0314,0.0314
HSPA5,EIF2S1,3,0,0.254,0.254
HSPA5,GGA1,-2,0,0.0,0.0
HSPA5,GGA2,0,0,-0.1098,0.1098
HSPA5,GORASP1,3,0,-0.0,0.0
HSPA5,HSPA9,4,0,0.2511,0.2511
HSPA5,IDE,-2,0,0.0929,0.0929
HSPA5,ITPR1,1,0,0.0225,0.0225
HSPA5,ITPR2,-1,0,-0.0,0.0
HSPA5,LRP1,3,0,-0.0889,0.0889
HSPA5,MAP2K3,1,0,0.0064,0.0064
HSPA5,MAPK14,1,0,-0.0,0.0
HSPA5,MAPKAPK2,-2,0,-0.0,0.0
HSPA5,MFN2,1,0,0.0399,0.0399
HSPA5,MIA3,2,0,0.2339,0.2339
HSPA5,NCSTN,-2,0,-0.0,0.0
HSPA5,OSBP,0,0,0.0246,0.0246
HSPA5,PICALM,2,0,-0.0,0.0
HSPA5,PLG,1,0,0.0122,0.0122
HSPA5,PSEN1,2,0,-0.0419,0.0419
HSPA5,RAB1A,1,0,0.0904,0.0904
HSPA5,RAB1B,-1,0,-0.0024,0.0024
HSPA5,RTN3,-1,0,0.0,0.0
HSPA5,RTN4,-1,0,-0.0,0.0
HSPA5,SAR1A,1,0,0.004,0.004
HSPA5,SAR1B,1,0,0.0844,0.0844
HSPA5,SEC13,1,0,0.0564,0.0564
HSPA5,SEC16A,0,0,-0.0474,0.0474
HSPA5,SEC23A,1,0,0.0,0.0
HSPA5,SEC23B,1,0,0.0362,0.0362
HSPA5,SEC24A,0,0,-0.0191,0.0191
HSPA5,SEC24C,0,0,-0.0449,0.0449
HSPA5,SEC31A,1,0,0.036,0.036
HSPA5,SIGMAR1,4,-1,-0.0425,0.0425
HSPA5,SNX4,-1,0,-0.0,0.0
HSPA5,SNX6,-1,0,-0.0,0.0
HSPA5,SORL1,-2,0,-0.0,0.0
HSPA5,SORT1,-2,0,-0.0876,0.0876
HSPA5,SREBF2,2,0,-0.0,0.0
HSPA5,SYK,0,0,0.0536,0.0536
HSPA5,TMED10,4,1,0.0527,0.0527
HSPA5,TMED2,3,1,-0.0,0.0
HSPA5,TMED9,0,0,0.0795,0.0795
HSPA5,VDAC1,1,0,0.0,0.0
HSPA5,VPS26A,-2,0,0.0291,0.0291
HSPA5,VPS29,-1,0,-0.0,0.0
HSPA5,VPS35,-2,0,0.0223,0.0223
HSPA9,ADAM10,-2,0,-0.0551,0.0551
HSPA9,ADAM17,-2,0,0.0,0.0
HSPA9,AP1G1,-2,0,0.0158,0.0158
HSPA9,AP2A1,-2,0,-0.0046,0.0046
HSPA9,AP2B1,-2,0,0.0,0.0
HSPA9,AP3B2,0,0,0.0507,0.0507
HSPA9,APBA1,-2,0,-0.0,0.0
HSPA9,APBA2,-2,0,0.0164,0.0164
HSPA9,APOE,-2,0,0.0371,0.0371
HSPA9,APP,-2,0,-0.0,0.0
HSPA9,BACE1,0,0,-0.0088,0.0088
HSPA9,BIN1,0,0,-0.0068,0.0068
HSPA9,CLU,-2,0,-0.0478,0.0478
HSPA9,COPB1,0,0,-0.0198,0.0198
HSPA9,COPE,-1,0,0.0,0.0
HSPA9,COPG2,-1,0,-0.0637,0.0637
HSPA9,COPZ1,-1,0,0.0,0.0
HSPA9,ECE1,-2,0,-0.0,0.0
HSPA9,EIF2S1,1,0,0.0,0.0
HSPA9,GGA1,-2,0,0.0105,0.0105
HSPA9,GGA3,0,0,0.0018,0.0018
HSPA9,GORASP1,-2,0,-0.0,0.0
HSPA9,HSPA5,4,0,0.2313,0.2313
HSPA9,IDE,-2,0,0.2033,0.2033
HSPA9,ITPR1,4,0,-0.1129,0.1129
HSPA9,ITPR2,1,0,-0.073,0.073
HSPA9,LRP1,-2,0,-0.0,0.0
HSPA9,MAP2K3,1,0,-0.0,0.0
HSPA9,MAPK14,-2,0,-0.0338,0.0338
HSPA9,MAPKAPK2,-2,0,-0.0321,0.0321
HSPA9,MFN2,3,0,0.235,0.235
HSPA9,MIA3,-1,0,0.0,0.0
HSPA9,NCSTN,-2,0,-0.0,0.0
HSPA9,OSBP,-1,0,0.0,0.0
HSPA9,PICALM,-2,0,0.0,0.0
HSPA9,PLG,-2,0,-0.0,0.0
HSPA9,PREB,-1,0,0.0327,0.0327
HSPA9,PSEN1,-2,0,-0.0,0.0
HSPA9,RAB1A,2,0,0.0561,0.0561
HSPA9,RAB1B,-2,0,-0.0,0.0
HSPA9,RTN3,-2,0,-0.0728,0.0728
HSPA9,RTN4,-2,0,0.0,0.0
HSPA9,SAR1B,-2,0,0.0,0.0
HSPA9,SEC13,1,0,0.0,0.0
HSPA9,SEC16A,0,0,-0.0156,0.0156
HSPA9,SEC23A,0,0,0.0079,0.0079
HSPA9,SEC23B,-2,0,-0.0213,0.0213
HSPA9,SEC24A,0,0,0.0177,0.0177
HSPA9,SEC24C,0,0,-0.0764,0.0764
HSPA9,SEC24D,0,0,-0.0379,0.0379
HSPA9,SEC31A,0,0,0.0456,0.0456
HSPA9,SIGMAR1,1,0,0.0,0.0
HSPA9,SNX4,-1,0,-0.051,0.051
HSPA9,SNX6,-1,0,-0.0128,0.0128
HSPA9,SORL1,-2,0,0.0321,0.0321
HSPA9,SORT1,-2,0,0.0,0.0
HSPA9,SREBF2,-2,0,-0.0589,0.0589
HSPA9,TMED10,-1,0,0.0,0.0
HSPA9,TMED2,-1,0,-0.0,0.0
HSPA9,TMED9,-1,0,0.0,0.0
HSPA9,VDAC1,4,0,0.1118,0.1118
HSPA9,VPS26A,-2,0,0.0302,0.0302
HSPA9,VPS29,-1,0,0.0,0.0
HSPA9,VPS35,-2,0,0.0246,0.0246
IDE,ABCA7,0,0,0.0807,0.0807
IDE,ADAM10,1,0,0.0233,0.0233
IDE,ADAM17,1,0,0.0,0.0
IDE,AP1G1,-1,0,-0.0234,0.0234
IDE,AP2A1,-1,0,0.0143,0.0143
IDE,AP2B1,-1,0,-0.0323,0.0323
IDE,AP4B1,0,0,0.0351,0.0351
IDE,AP4E1,0,0,0.0216,0.0216
IDE,AP4S1,0,0,0.0838,0.0838
IDE,APBA1,-1,0,-0.016,0.016
IDE,APBA2,-1,0,0.041,0.041
IDE,APOE,1,0,0.0222,0.0222
IDE,APP,4,-1,-0.0,0.0
IDE,BACE1,1,0,-0.0108,0.0108
IDE,BIN1,1,0,0.0,0.0
IDE,CLU,1,0,0.0015,0.0015
IDE,COPB2,0,0,0.0157,0.0157
IDE,COPE,0,0,0.022,0.022
IDE,COPG1,0,0,0.0213,0.0213
IDE,COPZ1,0,0,-0.0261,0.0261
IDE,ECE1,2,0,-0.0,0.0
IDE,EIF2S1,0,0,0.0843,0.0843
IDE,GGA1,-1,0,0.0419,0.0419
IDE,GGA3,0,0,0.0081,0.0081
IDE,GORASP1,-1,0,0.0,0.0
IDE,HSPA5,-2,0,0.0468,0.0468
IDE,HSPA9,-2,0,0.1116,0.1116
IDE,ITPR1,-2,0,0.1092,0.1092
IDE,ITPR2,-2,0,-0.0,0.0
IDE,LRP1,1,0,-0.0006,0.0006
IDE,MAP2K3,-1,0,0.1061,0.1061
IDE,MAPK14,-1,0,0.0332,0.0332
IDE,MAPKAPK2,-1,0,-0.0,0.0
IDE,MFN2,-2,0,0.0461,0.0461
IDE,NCSTN,1,0,-0.0,0.0
IDE,PICALM,1,0,0.0,0.0
IDE,PLCG2,0,0,0.0339,0.0339
IDE,PLG,1,0,0.0662,0.0662
IDE,PREB,0,0,0.0293,0.0293
IDE,PSEN1,1,0,-0.0,0.0
IDE,RAB1A,0,0,-0.0381,0.0381
IDE,RAB1B,-1,0,-0.0346,0.0346
IDE,RTN3,-1,0,0.0176,0.0176
IDE,RTN4,-1,0,0.0,0.0
IDE,SAR1A,0,0,-0.0612,0.0612
IDE,SAR1B,-1,0,0.0558,0.0558
IDE,SEC13,-1,0,-0.0,0.0
IDE,SEC16A,0,0,-0.0248,0.0248
IDE,SEC23A,0,0,-0.0438,0.0438
IDE,SEC23B,-1,0,0.0215,0.0215
IDE,SEC24A,0,0,0.0305,0.0305
IDE,SEC24B,0,0,0.0125,0.0125
IDE,SEC24D,0,0,-0.0207,0.0207
IDE,SIGMAR1,-2,0,0.0343,0.0343
IDE,SNX4,0,0,-0.019,0.019
IDE,SNX6,0,0,-0.0135,0.0135
IDE,SORL1,-2,0,0.0423,0.0423
IDE,SORT1,-2,0,0.0529,0.0529
IDE,SREBF2,-2,0,-0.0,0.0
IDE,TMED10,0,0,0.0133,0.0133
IDE,TMED9,0,0,0.0034,0.0034
IDE,VDAC1,1,0,0.0,0.0
IDE,VPS26A,-1,0,0.0481,0.0481
IDE,VPS29,0,0,-0.0092,0.0092
IDE,VPS35,-1,0,0.0153,0.0153
ITPR1,ABCA7,0,0,-0.0364,0.0364
ITPR1,ADAM10,-2,0,0.0,0.0
ITPR1,ADAM17,-2,0,-0.0968,0.0968
ITPR1,AP1G1,-2,0,0.0197,0.0197
ITPR1,AP2A1,-2,0,-0.0133,0.0133
ITPR1,AP2B1,-2,0,0.0,0.0
ITPR1,AP3B2,0,0,0.0669,0.0669
ITPR1,AP4E1,0,0,0.0143,0.0143
ITPR1,APBA1,-2,0,-0.0039,0.0039
ITPR1,APBA2,-2,0,0.0,0.0
ITPR1,APOE,-2,0,0.0263,0.0263
ITPR1,APP,-2,0,-0.0,0.0
ITPR1,ARF6,0,0,0.1528,0.1528
ITPR1,BACE1,0,0,-0.0261,0.0261
ITPR1,BIN1,0,0,-0.0473,0.0473
ITPR1,CLU,-2,0,-0.0476,0.0476
ITPR1,COPB1,0,0,-0.02,0.02
ITPR1,COPG2,0,0,0.0003,0.0003
ITPR1,ECE1,-2,0,-0.0595,0.0595
ITPR1,EIF2S1,0,0,0.0134,0.0134
ITPR1,GGA1,-2,0,0.0593,0.0593
ITPR1,GGA3,0,0,-0.0868,0.0868
ITPR1,GORASP1,-1,0,-0.0,0.0
ITPR1,HSPA5,1,0,0.0021,0.0021
ITPR1,HSPA9,4,0,-0.0886,0.0886
ITPR1,IDE,-2,0,0.1228,0.1228
ITPR1,ITPR2,4,0,0.0,0.0
ITPR1,LRP1,-2,0,0.0,0.0
ITPR1,MAP2K3,-2,0,0.0446,0.0446
ITPR1,MAPK14,-2,0,-0.0,0.0
ITPR1,MAPKAPK2,-2,0,-0.0,0.0
ITPR1,MFN2,3,0,-0.0287,0.0287
ITPR1,MIA3,0,0,0.0721,0.0721
ITPR1,NCSTN,-2,0,-0.0,0.0
ITPR1,OSBP,0,0,0.0207,0.0207
ITPR1,PICALM,-2,0,0.0,0.0
ITPR1,PLCG2,4,0,-0.0,0.0
ITPR1,PLG,-2,0,-0.0175,0.0175
ITPR1,PREB,0,0,-0.0179,0.0179
ITPR1,PSEN1,3,-1,-0.0171,0.0171
ITPR1,RAB1B,-1,0,0.0,0.0
ITPR1,RTN3,-1,0,0.0,0.0
ITPR1,RTN4,-1,0,-0.0,0.0
ITPR1,SAR1A,0,0,-0.0595,0.0595
ITPR1,SAR1B,-1,0,0.0,0.0
ITPR1,SEC13,-1,0,0.0284,0.0284
ITPR1,SEC16A,0,0,0.0089,0.0089
ITPR1,SEC23B,-1,0,-0.0,0.0
ITPR1,SEC24A,0,0,-0.0227,0.0227
ITPR1,SEC24B,0,0,0.1029,0.1029
ITPR1,SEC24C,0,0,0.1043,0.1043
ITPR1,SEC24D,0,0,-0.0479,0.0479
ITPR1,SEC31A,0,0,-0.0098,0.0098
ITPR1,SIGMAR1,3,0,-0.0,0.0
ITPR1,SNX4,-1,0,0.0,0.0
ITPR1,SNX6,-1,0,0.0024,0.0024
ITPR1,SORL1,-2,0,-0.0089,0.0089
ITPR1,SORT1,-2,0,-0.0922,0.0922
ITPR1,SREBF2,-1,0,0.0,0.0
ITPR1,SYK,3,0,-0.0324,0.0324
ITPR1,VDAC1,4,0,-0.0,0.0
ITPR1,VLDLR,0,0,0.0721,0.0721
ITPR1,VPS26A,-2,0,-0.0164,0.0164
ITPR1,VPS29,-1,0,0.0,0.0
ITPR1,VPS35,-2,0,0.0,0.0
ITPR2,ABCA7,0,0,0.0037,0.0037
ITPR2,ADAM10,-2,0,0.0316,0.0316
ITPR2,ADAM17,-2,0,0.1919,0.1919
ITPR2,AP1G1,-2,0,-0.0511,0.0511
ITPR2,AP2A1,-2,0,-0.0091,0.0091
ITPR2,AP2B1,-2,0,-0.0,0.0
ITPR2,AP3B2,0,0,-0.0167,0.0167
ITPR2,AP4B1,0,0,0.1053,0.1053
ITPR2,AP4S1,0,0,-0.0077,0.0077
ITPR2,APBA1,-2,0,-0.0,0.0
ITPR2,APBA2,-2,0,-0.0,0.0
ITPR2,APOE,-2,0,0.0,0.0
ITPR2,APP,-2,0,0.0,0.0
ITPR2,BACE1,0,0,0.0948,0.0948
ITPR2,BIN1,0,0,-0.0391,0.0391
ITPR2,CLU,-2,0,0.1111,0.1111
ITPR2,COPA,0,0,0.0479,0.0479
ITPR2,COPB2,0,0,0.0694,0.0694
ITPR2,COPG2,0,0,0.0932,0.0932
ITPR2,ECE1,-2,0,0.0481,0.0481
ITPR2,EIF2S1,0,0,-0.0162,0.0162
ITPR2,GGA1,-2,0,-0.0053,0.0053
ITPR2,GGA3,0,0,-0.021,0.021
ITPR2,GORASP1,-1,0,0.0,0.0
ITPR2,HSPA5,-1,0,0.0,0.0
ITPR2,HSPA9,1,0,-0.052,0.052
ITPR2,IDE,-2,0,-0.0,0.0
ITPR2,ITPR1,4,0,-0.0,0.0
ITPR2,LRP1,-2,0,0.0535,0.0535
ITPR2,MAP2K3,-2,0,0.0323,0.0323
ITPR2,MAPK14,-2,0,0.1743,0.1743
ITPR2,MAPKAPK2,-2,0,0.1858,0.1858
ITPR2,MFN2,2,0,-0.0321,0.0321
ITPR2,NCSTN,-2,0,0.0,0.0
ITPR2,PICALM,-2,0,-0.0122,0.0122
ITPR2,PLCG2,4,0,-0.0,0.0
ITPR2,PLG,-2,0,-0.0,0.0
ITPR2,PREB,0,0,0.0085,0.0085
ITPR2,PSEN1,2,-1,0.0,0.0
ITPR2,RAB1B,-1,0,0.0,0.0
ITPR2,RTN3,-1,0,0.0,0.0
ITPR2,RTN4,-1,0,-0.1405,0.1405
ITPR2,SAR1A,0,0,-0.0044,0.0044
ITPR2,SAR1B,-1,0,0.0571,0.0571
ITPR2,SEC13,-1,0,0.0,0.0
ITPR2,SEC23B,-1,0,-0.0,0.0
ITPR2,SEC24D,0,0,-0.0071,0.0071
ITPR2,SEC31A,0,0,-0.0198,0.0198
ITPR2,SIGMAR1,2,0,0.0,0.0
ITPR2,SNX4,-1,0,-0.0197,0.0197
ITPR2,SNX6,-1,0,0.0214,0.0214
ITPR2,SORL1,-2,0,0.0519,0.0519
ITPR2,SORT1,-2,0,-0.0068,0.0068
ITPR2,SREBF2,-1,0,-0.0,0.0
ITPR2,SYK,3,0,0.0968,0.0968
ITPR2,TMED10,0,0,0.0562,0.0562
ITPR2,TMED9,0,0,-0.0067,0.0067
ITPR2,VDAC1,2,0,-0.0,0.0
ITPR2,VLDLR,0,0,-0.0502,0.0502
ITPR2,VPS26A,-2,0,0.0,0.0
ITPR2,VPS29,-1,0,-0.0151,0.0151
ITPR2,VPS35,-2,0,0.0589,0.0589
LRP1,ADAM10,1,0,-0.0,0.0
LRP1,ADAM17,1,0,0.0,0.0
LRP1,AP1G1,-1,0,0.0016,0.0016
LRP1,AP2A1,-1,0,0.0,0.0
LRP1,AP2B1,-1,0,0.0,0.0
LRP1,AP4S1,0,0,-0.1633,0.1633
LRP1,APBA1,-1,0,0.044,0.044
LRP1,APBA2,2,0,-0.0193,0.0193
LRP1,APOE,3,0,-0.0595,0.0595
LRP1,APP,4,-1,0.1421,0.1421
LRP1,BACE1,1,0,0.0492,0.0492
LRP1,BIN1,0,0,-0.1654,0.1654
LRP1,CLU,1,0,0.0283,0.0283
LRP1,COPB1,0,0,-0.0047,0.0047
LRP1,COPB2,0,0,0.0279,0.0279
LRP1,COPE,0,0,0.1082,0.1082
LRP1,COPG1,0,0,0.0364,0.0364
LRP1,COPG2,0,0,-0.0026,0.0026
LRP1,ECE1,-1,0,0.1237,0.1237
LRP1,EIF2S1,0,0,0.0308,0.0308
LRP1,GGA1,2,0,-0.014,0.014
LRP1,GGA2,2,0,0.1982,0.1982
LRP1,GORASP1,-1,0,0.0,0.0
LRP1,HSPA5,3,0,-0.1178,0.1178
LRP1,HSPA9,-2,0,0.0,0.0
LRP1,IDE,1,0,-0.0,0.0
LRP1,ITPR1,-2,0,0.0,0.0
LRP1,ITPR2,-2,0,0.0688,0.0688
LRP1,MAP2K3,-2,0,-0.0,0.0
LRP1,MAPK14,-2,0,0.0,0.0
LRP1,MAPKAPK2,-2,0,0.0,0.0
LRP1,MFN2,-2,0,0.069,0.069
LRP1,MIA3,-1,0,0.0155,0.0155
LRP1,NCSTN,-1,0,-0.0,0.0
LRP1,OSBP,0,0,-0.0742,0.0742
LRP1,PICALM,1,0,-0.0811,0.0811
LRP1,PLG,2,0,0.0,0.0
LRP1,PREB,-1,0,-0.0,0.0
LRP1,PSEN1,1,0,-0.0,0.0
LRP1,RAB1A,0,0,0.0573,0.0573
LRP1,RAB1B,-1,0,0.0192,0.0192
LRP1,RTN3,1,0,0.0398,0.0398
LRP1,RTN4,1,0,-0.0795,0.0795
LRP1,SAR1A,0,0,-0.0843,0.0843
LRP1,SAR1B,-2,0,-0.1884,0.1884
LRP1,SEC13,-2,0,0.0,0.0
LRP1,SEC23A,0,0,0.06,0.06
LRP1,SEC23B,-2,0,-0.0481,0.0481
LRP1,SEC24C,0,0,0.0813,0.0813
LRP1,SEC24D,0,0,0.0111,0.0111
LRP1,SIGMAR1,-2,0,0.0,0.0
LRP1,SNX4,0,0,0.0042,0.0042
LRP1,SNX6,0,0,0.0216,0.0216
LRP1,SORL1,3,0,0.3909,0.3909
LRP1,SORT1,1,0,0.1143,0.1143
LRP1,SREBF2,1,0,-0.0,0.0
LRP1,TMED10,0,0,0.0707,0.0707
LRP1,VLDLR,1,0,0.119,0.119
LRP1,VPS26A,-1,0,0.0,0.0
LRP1,VPS29,0,0,0.1246,0.1246
LRP1,VPS35,-1,0,-0.0938,0.0938
MAP2K3,ADAM10,-2,0,-0.0,0.0
MAP2K3,ADAM17,-2,0,0.0294,0.0294
MAP2K3,AP1G1,-1,0,0.0009,0.0009
MAP2K3,AP2A1,-1,0,-0.0026,0.0026
MAP2K3,AP2B1,-1,0,-0.0,0.0
MAP2K3,AP3B2,0,0,0.0055,0.0055
MAP2K3,AP4E1,0,0,0.0669,0.0669
MAP2K3,AP4M1,0,0,-0.0092,0.0092
MAP2K3,AP4S1,0,0,0.0082,0.0082
MAP2K3,APBA1,-1,0,-0.0243,0.0243
MAP2K3,APBA2,-1,0,0.0319,0.0319
MAP2K3,APOE,-2,0,-0.0038,0.0038
MAP2K3,APP,-2,0,-0.0,0.0
MAP2K3,ARF6,0,0,0.0089,0.0089
MAP2K3,BACE1,0,0,0.0872,0.0872
MAP2K3,BIN1,0,0,-0.0264,0.0264
MAP2K3,CLU,-2,0,0.0154,0.0154
MAP2K3,COPA,0,0,0.0066,0.0066
MAP2K3,COPB1,0,0,-0.0044,0.0044
MAP2K3,COPB2,0,0,0.0237,0.0237
MAP2K3,COPG1,0,0,0.0119,0.0119
MAP2K3,ECE1,-2,0,0.0,0.0
MAP2K3,GGA1,-1,0,0.0046,0.0046
MAP2K3,GORASP1,-1,0,-0.0,0.0
MAP2K3,HSPA5,1,0,0.0021,0.0021
MAP2K3,HSPA9,1,0,-0.0,0.0
MAP2K3,IDE,-1,0,0.0828,0.0828
MAP2K3,ITPR1,-2,0,0.036,0.036
MAP2K3,ITPR2,-2,0,0.0063,0.0063
MAP2K3,LRP1,-2,0,-0.0,0.0
MAP2K3,MAPK14,5,0,0.0,0.0
MAP2K3,MAPKAPK2,5,0,0.0014,0.0014
MAP2K3,MFN2,-2,0,-0.0166,0.0166
MAP2K3,NCSTN,-2,0,-0.0119,0.0119
MAP2K3,PICALM,-1,0,-0.0,0.0
MAP2K3,PLG,-2,0,0.0601,0.0601
MAP2K3,PREB,0,0,-0.0242,0.0242
MAP2K3,PSEN1,-2,0,0.0,0.0
MAP2K3,RAB1B,-1,0,0.0068,0.0068
MAP2K3,RTN3,-1,0,-0.0166,0.0166
MAP2K3,RTN4,-1,0,-0.0,0.0
MAP2K3,SAR1A,0,0,-0.0014,0.0014
MAP2K3,SAR1B,-1,0,0.0,0.0
MAP2K3,SEC13,-1,0,-0.0,0.0
MAP2K3,SEC16A,0,0,0.0083,0.0083
MAP2K3,SEC23B,-1,0,0.0013,0.0013
MAP2K3,SEC24B,0,0,0.03,0.03
MAP2K3,SEC24C,0,0,-0.0329,0.0329
MAP2K3,SEC24D,0,0,0.0112,0.0112
MAP2K3,SIGMAR1,-2,0,0.0193,0.0193
MAP2K3,SNX4,0,0,-0.0308,0.0308
MAP2K3,SNX6,0,0,0.0004,0.0004
MAP2K3,SORL1,-2,0,-0.0322,0.0322
MAP2K3,SORT1,-2,0,0.0315,0.0315
MAP2K3,SREBF2,-1,0,0.0,0.0
MAP2K3,SYK,0,0,0.0045,0.0045
MAP2K3,TMED10,0,0,-0.0001,0.0001
MAP2K3,VLDLR,0,0,0.0514,0.0514
MAP2K3,VPS26A,-1,0,0.0348,0.0348
MAP2K3,VPS29,0,0,-0.0261,0.0261
MAP2K3,VPS35,-1,0,-0.0009,0.0009
MAPK14,ABCA7,0,0,-0.0124,0.0124
MAPK14,ADAM10,-2,0,-0.0013,0.0013
MAPK14,ADAM17,3,0,0.0287,0.0287
MAPK14,AP1G1,-1,0,-0.0388,0.0388
MAPK14,AP2A1,-1,0,0.0,0.0
MAPK14,AP2B1,-1,0,-0.0021,0.0021
MAPK14,AP3B2,0,0,0.0228,0.0228
MAPK14,AP4B1,0,0,0.0029,0.0029
MAPK14,AP4E1,0,0,0.0516,0.0516
MAPK14,AP4S1,0,0,-0.016,0.016
MAPK14,APBA1,-1,0,-0.0,0.0
MAPK14,APBA2,-1,0,-0.0422,0.0422
MAPK14,APOE,1,0,0.0,0.0
MAPK14,APP,-2,0,-0.0,0.0
MAPK14,BACE1,4,1,0.0357,0.0357
MAPK14,BIN1,0,0,-0.0173,0.0173
MAPK14,CLU,-2,0,0.0042,0.0042
MAPK14,COPB2,0,0,0.0189,0.0189
MAPK14,COPG2,0,0,-0.0038,0.0038
MAPK14,COPZ1,0,0,0.0123,0.0123
MAPK14,ECE1,-2,0,0.053,0.053
MAPK14,GGA1,-1,0,-0.0438,0.0438
MAPK14,GGA2,0,0,0.0383,0.0383
MAPK14,GGA3,0,0,-0.0172,0.0172
MAPK14,GORASP1,-1,0,0.0353,0.0353
MAPK14,HSPA5,1,0,-0.0,0.0
MAPK14,HSPA9,-2,0,-0.0234,0.0234
MAPK14,IDE,-1,0,0.0305,0.0305
MAPK14,ITPR1,-2,0,-0.0121,0.0121
MAPK14,ITPR2,-2,0,0.1191,0.1191
MAPK14,LRP1,-2,0,0.0124,0.0124
MAPK14,MAP2K3,5,0,0.0,0.0
MAPK14,MAPKAPK2,5,0,0.1235,0.1235
MAPK14,MFN2,-2,0,-0.04,0.04
MAPK14,MIA3,0,0,0.016,0.016
MAPK14,NCSTN,-2,0,0.0658,0.0658
MAPK14,OSBP,0,0,0.0609,0.0609
MAPK14,PICALM,-1,0,0.0,0.0
MAPK14,PLCG2,0,0,0.0824,0.0824
